"study"	"variable1"	"variable2"	"df1"	"r"	"covariates"	"comment"	"v"	"v.from.raw.chisq"	"subsample"	"var1values"	"var1moment"	"var2values"	"var2moment"	"chisq"	"n"	"OR"	"df2"	"p"	"t"	"F"	"counter"	"d"	"etasq"	"insignificanceOnly"	"size"	"var1_dependent"	"var1_direction"	"var1_values"	"var1_uniqueVarID"	"var1_psytype"	"var2_dependent"	"var2_direction"	"var2_values"	"var2_uniqueVarID"	"var2_psytype"	"pred_psytype"	"dep_psytype"	"dependent"	"p.computed.from.chisq"	"v.computed.from.chisq"	"r.computed.from.or"	"d.computed.from.or"	"r.computed.from.t"	"p.computed.from.t"	"d.computed.from.t"	"p.computed.from.f"	"etasq.computed.from.f"	"omegasq.computed.from.f"	"d.computed.from.f"	"r_fam_sign"	"r.computed.from.v"	"r.computed.from.v.from.raw.chisq"	"r.computed.from.v.computed.from.chisq"	"r.computed.from.etasq"	"r.computed.from.etasq.computed.from.f"	"n.extracted"	"r.averaged.from.computations"	"r_fam_es"	"var1_classification"	"var2_classification"
"chen1999.r"	"Parents approve of my smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Chinese American"	NA	NA	NA	NA	3.545	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_parentsapproveofmysmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	0.119450334393307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"injunctive norm"	"behavior"
"chen1999.r"	"Parents approve of my smoking"	"Smoking initiation"	1	NA	0	"Extracted from table 4 on page 407"	NA	NA	"Whites"	NA	NA	NA	NA	593.765	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	755	"initiation"	"consistent"	NA	"chen1999.r_parentsapproveofmysmoking"	"belief"	"initiation"	"consistent"	NA	"chen1999.r_smokinginitiation"	"behavior"	"belief"	"behavior"	"initiation"	7.60331294328417e-131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"injunctive norm"	"behavior"
"donze2007.r"	"Quitting"	"Belief that quitting is very difficult"	NA	NA	NA	"retrieved from table 2 p. 55"	NA	NA	NA	NA	NA	NA	NA	NA	1137	3.44	NA	NA	NA	NA	NA	NA	NA	FALSE	1137	"cessation"	"NA"	NA	"donze2007.r_quitting"	"behavior"	"cessation"	"inconsistent"	NA	"donze2007.r_beliefthatquittingisverydifficult"	"belief"	"belief"	"behavior"	"cessation"	NA	NA	0.32239106407402	0.681151121643997	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.32239106407402	0.32239106407402	"behavior"	"self-efficacy"
"feng2010.r"	"Outcome expectancy"	"Intention to quit"	NA	NA	NA	"See comments next to crosstable for meaning of data."	0.348356469506533	NA	NA	NA	NA	NA	NA	NA	10476	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	10476	"cessation"	"NA"	"1 | 2 | 3 | 4"	"feng2010.r_outcomeexpectancy"	"belief"	"cessation"	"inconsistent"	"1 | 2 | 3 | 4"	"feng2010.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-0.348356469506533	NA	NA	NA	NA	NA	-0.348356469506533	-0.348356469506533	NA	NA
"feng2010.r"	"Worried about future health"	"Intention to quit"	NA	NA	0	"See comments next to crosstable for meaning of data."	0.33999562332777	NA	NA	NA	NA	NA	NA	NA	10476	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	10476	"cessation"	"NA"	"1 | 2 | 3 | 4"	"feng2010.r_worriedaboutfuturehealth"	"belief"	"cessation"	"inconsistent"	"1 | 2 | 3 | 4"	"feng2010.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-0.33999562332777	NA	NA	NA	NA	NA	-0.33999562332777	-0.33999562332777	NA	NA
"feng2010.r"	"Positive attitudes toward smoking"	"Intention to quit"	NA	NA	0	"See comments next to crosstable for meaning of data. Do you enjoy smoking too much to give it up?"	0.101338418797358	NA	NA	NA	NA	NA	NA	NA	10476	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	10476	"cessation"	"inconsistent"	"1 | 2 | 3"	"feng2010.r_positiveattitudestowardsmoking"	"determinant"	"cessation"	"inconsistent"	"1 | 2 | 3 | 4"	"feng2010.r_intentiontoquit"	"proxy"	"determinant"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.101338418797358	NA	NA	NA	NA	NA	0.101338418797358	0.101338418797358	NA	NA
"feng2010.r"	"Overall opinion of smoking"	"Intention to quit"	NA	NA	0	"See comments next to crosstable for meaning of data."	0.262034322365531	NA	NA	NA	NA	NA	NA	NA	10476	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	10476	"cessation"	"NA"	"1 | 2 | 3"	"feng2010.r_overallopinionofsmoking"	"belief"	"cessation"	"inconsistent"	"1 | 2 | 3 | 4"	"feng2010.r_intentiontoquit"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-0.262034322365531	NA	NA	NA	NA	NA	-0.262034322365531	-0.262034322365531	NA	NA
"kleinjan2009.r"	"Rather a short/good life than a long/boring life"	"quit intention"	NA	0.14	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.012	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_ratherashortgoodlifethanalongboringlife"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA
"kleinjan2009.r"	"Medical science will invent something"	"quit intention"	NA	0.11	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.065	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_medicalsciencewillinventsomething"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA
"kleinjan2009.r"	"Know heavy smokers that lived long"	"quit intention"	NA	0.2	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.001	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_knowheavysmokersthatlivedlong"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA
"kleinjan2009.r"	"There are lots of risks in life"	"quit intention"	NA	0.13	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.18	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_therearelotsofrisksinlife"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA
"kleinjan2009.r"	"Not everyone gets sick through smoking"	"quit intention"	NA	0.17	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.003	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_noteveryonegetssickthroughsmoking"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA
"kleinjan2009.r"	"If it were really bad, it would be forbidden"	"quit intention"	NA	0.07	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.213	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_ifitwerereallybaditwouldbeforbidden"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA
"kleinjan2009.r"	"I live healthy otherwise"	"quit intention"	NA	0.04	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.517	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_ilivehealthyotherwise"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA
"kleinjan2009.r"	"You have to die of something"	"quit intention"	NA	0.19	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.001	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_youhavetodieofsomething"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA
"kleinjan2009.r"	"Pollution is just as unhealthy"	"quit intention"	NA	0.1	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.084	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_pollutionisjustasunhealthy"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA
"kleinjan2009.r"	"Everything is unhealthy"	"quit intention"	NA	0.12	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.044	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_everythingisunhealthy"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA
"kleinjan2009.r"	"Health is not the only thing in life"	"quit intention"	NA	0.14	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.012	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_healthisnottheonlythinginlife"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA
"kleinjan2009.r"	"Everyone acts unhealthy sometimes"	"quit intention"	NA	0.2	NA	NA	NA	NA	NA	NA	1	NA	2	NA	379	NA	NA	0.001	NA	NA	FALSE	NA	NA	FALSE	379	"initiation"	"NA"	"NA"	"kleinjan2009.r_everyoneactsunhealthysometimes"	"behavior"	"initiation"	"NA"	"NA"	"kleinjan2009.r_quitintention"	"behavior"	"none"	"behavior"	"initiation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA
"lazuras2012.r"	"Attitudes"	"Quit intention"	NA	0.37	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	217	"cessation"	NA	NA	"lazuras2012.r_attitudes"	"determinant"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"determinant"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA
"lazuras2012.r"	"Health benefit from quitting"	"Quit intention"	NA	0.07	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	TRUE	217	"cessation"	NA	NA	"lazuras2012.r_healthbenefitfromquitting"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA
"lazuras2012.r"	"Health risk from continuing smoking"	"Quit intention"	NA	-0.21	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	TRUE	217	"cessation"	NA	NA	"lazuras2012.r_healthriskfromcontinuingsmoking"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	-0.21	NA	NA
"lazuras2012.r"	"Subjective norms"	"Quit intention"	NA	0.22	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	TRUE	217	"cessation"	NA	NA	"lazuras2012.r_subjectivenorms"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA
"lazuras2012.r"	"Descriptive norms - smokers"	"Quit intention"	NA	0.08	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	TRUE	217	"cessation"	NA	NA	"lazuras2012.r_descriptivenormssmokers"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA
"lazuras2012.r"	"Descriptive norms - quitters"	"Quit intention"	NA	-0.05	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	TRUE	217	"cessation"	NA	NA	"lazuras2012.r_descriptivenormsquitters"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	-0.05	NA	NA
"lazuras2012.r"	"Self-efficacy"	"Quit intention"	NA	0.37	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	217	"cessation"	NA	NA	"lazuras2012.r_selfefficacy"	"determinant"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"determinant"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA
"lazuras2012.r"	"Anticipated regret"	"Quit intention"	NA	0.52	NA	"Retrieved from Table 1. P. 340"	NA	NA	NA	NA	NA	NA	NA	NA	217	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	217	"cessation"	NA	NA	"lazuras2012.r_anticipatedregret"	"belief"	"cessation"	NA	NA	"lazuras2012.r_quitintention"	"proxy"	"belief"	"proxy"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA
"lennox1994.r"	"Psychosocial smoker"	"Successful quitting"	NA	NA	NA	"see table 1, page 246, 
  info behind comma in matrix describes 
  unsuccesful quitters."	0.19479728482423	NA	NA	NA	NA	NA	NA	NA	91	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"NA"	"lennox1994.r_psychosocialsmoker"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.19479728482423	NA	NA	NA	NA	91	0.19479728482423	0.19479728482423	NA	NA
"lennox1994.r"	"Perceived support from partner"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.125447844013391	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_perceivedsupportfrompartner"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.125447844013391	NA	NA	NA	NA	75	0.125447844013391	0.125447844013391	NA	NA
"lennox1994.r"	"Perceived support from other family members"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.0956964021817411	NA	NA	NA	NA	NA	NA	NA	84	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_perceivedsupportfromotherfamilymembers"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0956964021817411	NA	NA	NA	NA	84	0.0956964021817411	0.0956964021817411	NA	NA
"lennox1994.r"	"Perceived support from friends"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.216042375214945	NA	NA	NA	NA	NA	NA	NA	82	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_perceivedsupportfromfriends"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.216042375214945	NA	NA	NA	NA	82	0.216042375214945	0.216042375214945	NA	NA
"lennox1994.r"	"Perceived support from workmates"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.17274209459023	NA	NA	NA	NA	NA	NA	NA	76	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_perceivedsupportfromworkmates"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.17274209459023	NA	NA	NA	NA	76	0.17274209459023	0.17274209459023	NA	NA
"lennox1994.r"	"Smoking increases risk of bronchitis"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.181234305950182	NA	NA	NA	NA	NA	NA	NA	86	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_smokingincreasesriskofbronchitis"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.181234305950182	NA	NA	NA	NA	86	0.181234305950182	0.181234305950182	NA	NA
"lennox1994.r"	"Smoking increases risk of heart disease"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.157167668798519	NA	NA	NA	NA	NA	NA	NA	87	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_smokingincreasesriskofheartdisease"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.157167668798519	NA	NA	NA	NA	87	0.157167668798519	0.157167668798519	NA	NA
"lennox1994.r"	"Smoking increases risk of lung cancer"	"Successful quitting"	NA	NA	NA	"see table 1, page 246 "	0.120947808517606	NA	NA	NA	NA	NA	NA	NA	86	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	16	"cessation"	NA	"1 | 2 | 3"	"lennox1994.r_smokingincreasesriskoflungcancer"	"belief"	"cessation"	NA	NA	"lennox1994.r_successfulquitting"	"behavior"	"belief"	"behavior"	"cessation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.120947808517606	NA	NA	NA	NA	86	0.120947808517606	0.120947808517606	NA	NA
"Maassen2004.r"	"smoking is pleasant"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	4.13	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_smokingispleasant"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.366396169068346	7.01564265766874e-05	0.773619880366479	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.366396169068346	0.366396169068346	"attitude"	"behavior"
"Maassen2004.r"	"Helps calm nerves"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.003	-2.99	NA	FALSE	NA	NA	FALSE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_helpscalmnerves"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.274161860538131	0.00343036747298822	-0.560078315325853	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.274161860538131	-0.274161860538131	NA	"behavior"
"Maassen2004.r"	"Bad for health"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	3.38	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_badforhealth"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.306735270659488	0.000998421303534543	0.633132008629225	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.306735270659488	0.306735270659488	NA	"behavior"
"Maassen2004.r"	"Helps keep slim"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_helpskeepslim"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.0949157995752499	0.319466131161092	-0.187317162316339	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.0949157995752499	-0.0949157995752499	NA	"behavior"
"Maassen2004.r"	"Is stupid of me"	"smoking"	NA	NA	0	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.001	4.11	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_isstupidofme"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.364858551366567	7.56450055377579e-05	0.769873537120152	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.364858551366567	0.364858551366567	NA	"behavior"
"Maassen2004.r"	"Helps relax"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-0.34	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_helpsrelax"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.0324007074059768	0.734493339487826	-0.0636878351875552	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.0324007074059768	-0.0324007074059768	NA	"behavior"
"Maassen2004.r"	"Helps feel confident in company"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	-1.83	NA	FALSE	NA	NA	TRUE	112	"initiation"	"consistent"	"NA"	"Maassen2004.r_helpsfeelconfidentincompany"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	-0.17188676373192	0.0699093874645862	-0.3427904070389	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	-0.17188676373192	-0.17188676373192	NA	"behavior"
"Maassen2004.r"	"Is wrong"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.042	2.04	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_iswrong"	"belief"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"belief"	"behavior"	"initiation"	NA	NA	NA	NA	0.190928228916566	0.0437029526477518	0.382127011125331	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.190928228916566	0.190928228916566	NA	"behavior"
"Maassen2004.r"	"Sorry I ever started"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	NA	0.81	NA	FALSE	NA	NA	TRUE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_sorryieverstarted"	"determinant"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"determinant"	"behavior"	"initiation"	NA	NA	NA	NA	0.0770011726366785	0.419657830269391	0.151726901476234	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.0770011726366785	0.0770011726366785	"Anticipated regret"	"behavior"
"Maassen2004.r"	"Tastes horrible"	"smoking"	NA	NA	NA	"Groups are smokers and non-smokers"	NA	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	0.013	2.51	NA	FALSE	NA	NA	FALSE	112	"initiation"	"inconsistent"	"NA"	"Maassen2004.r_tasteshorrible"	"determinant"	"initiation"	"consistent"	"NA"	"Maassen2004.r_smoking"	"behavior"	"determinant"	"behavior"	"initiation"	NA	NA	NA	NA	0.232746777897384	0.0135020823931585	0.47016607741401	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	0.232746777897384	0.232746777897384	"attitude"	"behavior"
